"View All Reviews","Vedi tutte le recensioni"
"Update Cart","Aggiorna carrello"
"I Agree","Sono d'accordo"
"Cancel Coupon","Annulla coupon"
"Your coupon was successfully applied.","Il tuo coupon è stato applicato con successo."
"Your coupon was successfully removed.","Il tuo coupon è stato rimosso con successo."
"Your order number is: %1","Il tuo numero d'ordine è: %1"
"Your order # is: <span>%1</span>.","Il tuo ordine # è: <span>%1</span>."
"We\'ll email you an order confirmation with details and tracking info.","Ti invieremo un'e-mail di conferma dell'ordine con i dettagli e le informazioni di tracciamento."
"Click <a href=""%1"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","Fai clic <a href=""%1"" onclick=""this.target=\'_blank\'"">qui per stampare</a> una copia della conferma dell'ordine."
"%1 was updated in your shopping cart.","%1 è stato aggiornato nel tuo carrello."
"I have a question about","Ho una domanda su"
"Position","Posizione"
"Summary of Your Review","Riepilogo Della Tua Recensione"
"Ship Here","Spedisci qui"
"Sort By","Ordina Per"
"Sort by","Ordina Per"
"Clear All","Cancella tutto"
"All","Tutto"
"Cancel coupon","Annulla coupon"
"Continue Shopping","Continua gli acquisti"
"Click <a href=""%1"">here</a> to continue shopping.","Fai clic <a href=""%1"">qui</a> per continuare a fare acquisti."
"Password Strength","Forza della password"
"No Password","No Password"
"Weak","Debole"
"Medium","Medio"
"Strong","Forte"
"Very Strong","Molto forte"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","C'è già un account con questo indirizzo email. Se sei sicuro che sia il tuo indirizzo email, <a href=""%1"">fai clic qui</a> per ottenere la tua password e accedere al tuo account."
"Forgot your password?","Hai dimenticato la password?"
"New Address","Nuovo indirizzo"
"Sorry, no quotes are available for this order.","Spiacenti, non sono disponibili preventivi per questo ordine."
"Get shipping methods and rates","Ottieni metodi e tariffe di spedizione"
"You don\'t need to select a shipping method.","Non è necessario selezionare un metodo di spedizione."
"Incl. Tax","Incl. Tasse"
"Incl. tax","Incl. tasse"
"Excl. Tax","Excl. Tasse"
"Excl. tax","Excl. tasse"
"Total incl. tax","Totale incl. tasse"
"Total excl. tax","Totale excl. tasse"
"Refund Shipping (Incl. Tax)","Spedizione di rimborso (Incl. Tasse)"
"Refund Shipping (Excl. Tax)","Spedizione di rimborso (Excl. Tasse)"
"Refund Shipping","Rimborso spedizione"
"Click to change shipping method","Clicca per modificare il metodo di spedizione"
"Save in address book","Salva in rubrica"
"Please specify a regionId in shipping address.","Si prega di specificare un regionId nell'indirizzo di spedizione."
"New Customers","Nuovi clienti"
"Registered Customers","Clienti registrati"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Creando un account con il nostro negozio sarai in grado di muoverti velocemente verso gli ordini, effettuare ordini con indirizzi di spedizione multipli, visualizzare e tracciare i tuoi ordini nel tuo account e altro ancora!"
"If you have an account with us, please log in.","Se hai un account con noi, per favore accedi."
"Coupon code is not valid","Il codice coupon non è valido"
"Login or Create an Account","Accedi o crea un account"
"View and Edit Cart","Visualizza e modifica carrello"
"We can't find products matching the selection.","Non riusciamo a trovare prodotti corrispondenti alla selezione."
"GoCustomized - Design your product","GoCustomized - Progetta il tuo prodotto"
"You're reviewing:","Stai recensendo:"
"You're reviewing:\n%s","Stai recensendo:\n%s"
"You coupon was successfully applied.","Il tuo coupon è stato applicato con successo."
"No Payment Methods","Nessun metodo di pagamento"
"You have no items in your shopping cart.","Non ci sono articoli nel tuo carrello."
"Quality","Qualità"
"star","stella"
"Go Back","Torna indietro"
"Please make sure your passwords match.","Assicurarsi che le password coincidano."
"We can\'t save the customer.","Non possiamo salvare il cliente."
"Thank you for registering with %1.","Grazie per esserti registrato con %1."
"Print Order","Ordine di stampa"
"<span class=""label"">Order Date:</span> %1","<span class=""label"">Data ordine:</span> %1"
"Price","Prezzo"
"price","prezzo"
"Filter","Filtro"
"filter","filtro"
"Could not apply coupon code","Impossibile applicare il codice coupon"
"The shipping address is missing. Set the address and try again.","Manca l'indirizzo di spedizione. Imposta l'indirizzo e riprova."
"Please type the letters below","Si prega di digitare le lettere qui sotto"
"Products Reviews","Recensioni prodotti"
"Currently Shopping by","Attualmente acquisti da"
"Currently Shopping by:","Attualmente acquisti da:"
"Reviews %1","Recensioni %1"
"You save the address.","Salva l'indirizzo."
"Reset My Password","Reimposta la mia password"
"Incorrect CAPTCHA","CAPTCHA errato"
"A login and a password are required.","Sono richiesti login e password."
"Your search returned no results.","La ricerca non ha prodotto risultati."
"Did you mean","Intendevi"
"Search results for: '%1'","Cerca risultati per: '%1'"
"Ordered","Ordinato"
"Shipped","Spedito"
"Create New Customer Account","Crea nuovo account cliente"
"Personal Information","Informazione personale"
"Sign Up for Newsletter","Iscriviti alla Newsletter"
"Login Information","Informazioni di accesso"
"Review by","Recensione di"
"Posted on","Postato su"
"1 star","1 stella"
"2 stars","2 stelle"
"3 stars","3 stelle"
"4 stars","4 stelle"
"5 stars","5 stelle"
"Please select a pickup location.","Seleziona un luogo di ritiro."
"Already a customer?","Sei già cliente?"
"Receive a faster answer about your order by login in below.","Ricevi una risposta più rapida sul tuo ordine effettuando l'accesso qui sotto."
"Customer accounts are created when you place an order. An email to activate your account was sent the same day. Did not receive that email? Activate your account by resetting your password <a href=""%1"">here</a>.","Quando effettui un ordine, si crea un account cliente. Lo stesso giorno ti abbiamo inviato un'e-mail per attivare il tuo account. Non hai ricevuto l'e-mail? Attiva il tuo account reimpostando la password <a href=""%1"">qui</a>."
"Customer Contact","Contatti del cliente"
"Not yet a customer? If you haven’t placed an order with us, please fill out our contact form.","Non sei ancora cliente? Se non hai effettuato ordini da noi, compila il modulo di contatto."
"Fill out contact form","Compila il modulo di contatto"
"Not yet a customer?","Non sei ancora cliente?"
"If you haven’t placed an order with us, please fill out our contact form below. If your question is about your order, please login <span class=""login"">here</span>. This will help us give you a faster answer!","Se non hai effettuato ordini da noi, compila il modulo di contatto qui sotto. Se la tua domanda riguarda l'ordine, esegui l'accesso <span class=""login"">qui</span>. Questo ci aiuterà a risponderti più in fretta!"
"General contact form:","Modulo di contatto generale:"
"Login to your account","Accedi al tuo account"
"Check your inbox, we’ll send you...","Controlla la posta in arrivo, ti inveremo..."
"An email to activate your Customer Account to follow up your order.","Un'e-mail per attivare il tuo account cliente per monitorare lo stato dell'ordine."
"Your order confirmation with the details of your purchase.","La conferma dell'ordine con i dettagli dell'acquisto."
"Activate your customer account – Review your order details in one place.","Attiva il tuo account cliente – Rivedi i dettagli dell'ordine in un unico posto."
"Your customer account has been created.","Il tuo account è stato creato."
"Follow up your order, get direct support, and much more by activating your account! <br/>You just need to set up a password.","Segui lo stato dell'ordine, ottieni assistenza diretta e molto altro attivando il tuo account! <br/>Devi solo scegliere una password."
"<a href=""%create_password_url"">Activate your account</a>","<a href=""%create_password_url"">Attiva il tuo account</a>"
"It might help you to check our delivery information.","Potrebbe esserti utile leggere le nostre informazioni di consegna."
"By placing an order a customer account is automatically created.","Effettuando un ordine si crea automaticamente un account cliente."
"You are signed out","Sei disconnesso"
"Please enter your email address below. You will receive a link to reset your password.","Inserisci il tuo indirizzo email qui sotto. Riceverai un link per reimpostare la password."
"Track Shipment","Tracciare la spedizione"
"No Faqs Found!","Nessuna FAQs trovata!"
"Your order was successfully received (order number: %1).","Ordine ricevuto con successo (numero d'ordine: %1)."
"Page","Pagina"
"Page:","Pagina:"
"We expect to deliver your order around %1 and %2.","L'ordine sarà consegnato intorno al %1 e %2."
"We expect to deliver your order on %1.","L'ordine sarà consegnato al %1."
"Select one or multiple options to receive your order ready for a gift.","Seleziona una o più opzioni per ricevere l'ordine pronto da essere regalato."
"Add to Cart","Aggiungi Al Carrello"
"ADD TO CART","AGGIUNGI AL CARRELLO"
"Choose your gift options","Scegli le opzioni del tuo regalo"
"I want it","Lo voglio"
"Add","Aggiungi"
"ADD","AGGIUNGI"
"Complete your order","Aggiungi articoli all'ordine"
"COMPLETE YOUR ORDER","COMPLETA TU PEDIDO"
"CONTINUE TO CART","VAI AL CARRELLO"
"Gift options","Opzioni di regalo"
"Make it a gift","Fai un reglo"
"Log Out","Esci"
